nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y
0.724977851,0.169985384,0.645222425,0.233670145,0.605811298,0.228719234,0.582227528,0.411394656,0.59670496,0.571385026,0.502288938,0.383844942,0.453288823,0.385919243,0.503403306,0.613965154,0.524313748,0.848936915
0.724262059,0.175227374,0.644572318,0.238207668,0.604286432,0.236735046,0.577710569,0.42033574,0.58977747,0.57731694,0.499131173,0.385267019,0.450703114,0.386836261,0.498904526,0.613732457,0.524877608,0.848600686
0.724039793,0.179289609,0.643651664,0.241610825,0.604100406,0.237159625,0.574838996,0.421057343,0.585138559,0.580154121,0.497416258,0.387395024,0.449319363,0.387966603,0.495741695,0.616273701,0.525173962,0.84838438
0.723956108,0.183609068,0.643652141,0.24627918,0.603688359,0.23745358,0.572396219,0.42249167,0.580150545,0.582462072,0.498211741,0.391853958,0.447594941,0.388526291,0.495374471,0.615703642,0.525313616,0.848219335
0.723784089,0.186359286,0.643116534,0.24958694,0.60339278,0.240970314,0.56773293,0.426456273,0.573268712,0.582446396,0.498009473,0.394289196,0.446203411,0.390617549,0.495388806,0.617648542,0.525632203,0.848088682
0.723728836,0.189178139,0.643241763,0.249935031,0.603238344,0.243217349,0.566119969,0.428764582,0.569138706,0.582564771,0.497611016,0.397625923,0.445446461,0.392157704,0.487275392,0.623169899,0.525254726,0.848957598
0.723802924,0.190599725,0.643430412,0.250778854,0.603277504,0.244252056,0.564977229,0.428813279,0.56815958,0.581448317,0.498369157,0.398028612,0.446266621,0.394120187,0.488626033,0.624013782,0.525390804,0.849458337
0.7238307,0.190314263,0.643535376,0.250645787,0.603225172,0.246149555,0.56455338,0.428982049,0.568722963,0.58134526,0.498932183,0.39750123,0.446614414,0.395377189,0.489321142,0.623362601,0.525539219,0.849573135
0.723125935,0.184766412,0.643598139,0.250710905,0.60094142,0.24449119,0.565840304,0.430802077,0.572294712,0.581416726,0.499112695,0.397074938,0.447048426,0.395258754,0.490457237,0.622274756,0.524439216,0.849483907
0.723077714,0.179322749,0.644788146,0.249752924,0.599460542,0.24302651,0.566783011,0.43018356,0.57304281,0.581064045,0.500863791,0.396404922,0.447355449,0.394709677,0.490847141,0.618826687,0.523773432,0.84945029
0.723088205,0.17159225,0.646973312,0.239700243,0.598136246,0.239456177,0.581257701,0.430041552,0.595056474,0.576903224,0.505461991,0.391979277,0.448752642,0.393582553,0.499544442,0.618652165,0.523905158,0.849418521
0.722284794,0.161783442,0.649640441,0.231277421,0.598426878,0.235442176,0.592998862,0.429322213,0.614916146,0.575457335,0.508192778,0.390899301,0.451070845,0.394114286,0.50326401,0.618950665,0.524004579,0.849362791
0.720774829,0.147404015,0.65094322,0.226480678,0.598386586,0.223720893,0.597391009,0.423656791,0.625133097,0.566221476,0.511186719,0.390781462,0.45336774,0.39370662,0.507692814,0.615219235,0.524037242,0.848906517
0.71935463,0.131210998,0.651064932,0.218562678,0.598547995,0.212599695,0.603012264,0.413518876,0.634717226,0.557740569,0.514035404,0.390167087,0.456006974,0.390451878,0.511576593,0.609567583,0.524097741,0.84709084
0.716292262,0.113605201,0.654318392,0.199748009,0.597963214,0.198709846,0.614367545,0.399277508,0.659002721,0.542687237,0.52097398,0.385526925,0.460546523,0.388385326,0.510494947,0.609901071,0.523722887,0.84550339
0.716653883,0.095925078,0.654044271,0.19171907,0.596868992,0.194084764,0.622470558,0.387813836,0.673093557,0.535529613,0.525195599,0.381010085,0.463629901,0.387162596,0.510210395,0.6097458,0.522727847,0.844400048
0.713347316,0.08216437,0.657135069,0.169985533,0.597053707,0.17454496,0.630779386,0.360487461,0.691528618,0.509191394,0.52819705,0.378850311,0.472088784,0.384858072,0.536137342,0.589869976,0.536174357,0.834575176
0.711693227,0.064237714,0.660498261,0.160867587,0.598336339,0.164035201,0.637507319,0.350323498,0.706156015,0.498125136,0.540264547,0.379425347,0.478911698,0.386144459,0.529284298,0.605321109,0.532191098,0.83577466
0.70938611,0.049260646,0.664178133,0.146423802,0.599695861,0.147825941,0.644964099,0.327868789,0.719326377,0.474642456,0.548744917,0.379371285,0.489302158,0.386194348,0.535993099,0.612487078,0.531520247,0.835872054
0.710057497,0.029248822,0.666673243,0.142604753,0.600094557,0.141768992,0.647030711,0.325084031,0.731294692,0.468430251,0.55616343,0.379883945,0.493896782,0.387742788,0.541658938,0.615675867,0.53165555,0.836662292
0.70713675,0.02614617,0.66754353,0.137256891,0.6001001,0.13537702,0.651084125,0.31637609,0.739405513,0.454788864,0.562794805,0.380165279,0.49806419,0.390366346,0.548227191,0.617322326,0.532315612,0.837210476
0.705314279,0.025318014,0.667252421,0.135667324,0.600001812,0.134402409,0.655712068,0.313880563,0.747933447,0.450564861,0.566603839,0.379328281,0.502918005,0.39171496,0.55292958,0.618065476,0.534018993,0.837333918
0.705486238,0.017235413,0.668042958,0.129642397,0.600295067,0.131450981,0.661348164,0.303006828,0.75458473,0.435460657,0.574896932,0.379506767,0.508520603,0.393504471,0.556347132,0.617998421,0.538100958,0.841634989
0.705996335,0.013274221,0.671761155,0.131100774,0.602336824,0.123658702,0.664155066,0.295334399,0.758286595,0.423724741,0.578857422,0.38508001,0.511805952,0.396547228,0.557355702,0.617957175,0.541070104,0.844266117
0.706356108,0.019332491,0.674757123,0.133242711,0.604278505,0.121554963,0.667191565,0.296046466,0.7623263,0.425519884,0.581332862,0.391639441,0.513839304,0.398029059,0.558485508,0.615951836,0.545583725,0.847058654
0.708862007,0.024245901,0.681292355,0.136442766,0.609830797,0.124684215,0.671479583,0.30119276,0.763570964,0.430168837,0.587343037,0.396167725,0.518161416,0.40135482,0.567458749,0.615055203,0.549115956,0.847115695
0.716809869,0.024902182,0.68638283,0.137295589,0.615812182,0.127457514,0.676207304,0.305170059,0.765623212,0.435940951,0.591549516,0.396248668,0.520996511,0.401994795,0.569755971,0.615105331,0.549276531,0.847448409
0.726620317,0.027073026,0.696227968,0.148913547,0.62588495,0.129169285,0.683108032,0.307878166,0.772906482,0.437643826,0.595562816,0.396587074,0.524926841,0.401673496,0.572102129,0.615141153,0.54797256,0.847985208
0.734779716,0.031307086,0.702525198,0.149659276,0.634721994,0.130295262,0.688844085,0.310492814,0.775396347,0.447753668,0.600180984,0.396120608,0.530767024,0.401620448,0.572185695,0.615790427,0.547055542,0.848389864
0.743636549,0.033091757,0.7108109,0.150553197,0.641253889,0.132212654,0.692752898,0.323694706,0.777550697,0.466101527,0.601992309,0.396026641,0.533614397,0.398797244,0.573902845,0.615713298,0.547246635,0.847618461
0.75681144,0.03609556,0.72196275,0.152540758,0.651353419,0.144704521,0.699836552,0.34120661,0.780137718,0.488374799,0.608928442,0.395677686,0.539303362,0.398600191,0.580290079,0.615069687,0.547644138,0.846893728
0.767187119,0.037804641,0.725606799,0.15753822,0.659413397,0.149898604,0.698294282,0.344526529,0.778760433,0.496580243,0.611259878,0.395626307,0.541112304,0.398547858,0.585437596,0.615115047,0.547331214,0.846895099
