nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y
0.281571776,0.583418846,0.352180451,0.583114326,0.360212117,0.565137744,0.341682971,0.708761156,0.325104564,0.824038684,0.53432101,0.583761513,0.531752825,0.572918892,0.645851493,0.678786576,0.763043463,0.746168852
0.281582862,0.583349228,0.35211122,0.583029687,0.360026211,0.565437496,0.341638505,0.708688736,0.324786663,0.823987722,0.534331262,0.585646093,0.532140136,0.573944747,0.647069097,0.678813219,0.763273358,0.747085929
0.28042841,0.583115101,0.351235658,0.581717789,0.359807551,0.56529963,0.341003716,0.707647383,0.324516535,0.823676765,0.53437382,0.589321911,0.532909453,0.577131569,0.648562551,0.680247605,0.765415907,0.747095525
0.279371738,0.581840396,0.350617588,0.580937028,0.359429419,0.565273345,0.340852857,0.707270682,0.324475884,0.823304832,0.534361362,0.59459585,0.532900214,0.583326757,0.648752749,0.682169795,0.766116381,0.747073829
0.278519571,0.580625355,0.350167841,0.579867899,0.359068245,0.565277874,0.340592355,0.707208753,0.324473947,0.823231518,0.534452379,0.596092582,0.532877624,0.58709687,0.648727417,0.684781909,0.766864359,0.747177601
0.277764499,0.57923305,0.349712402,0.578273654,0.357926518,0.565294445,0.340322018,0.707002044,0.324494988,0.823192894,0.534421027,0.598198473,0.53233099,0.589881063,0.648575425,0.685898304,0.767042577,0.74769491
0.277092427,0.578142881,0.349325627,0.576266289,0.356868804,0.565274775,0.340209574,0.70643276,0.324712873,0.822924554,0.534165204,0.600834846,0.531798959,0.593187511,0.648496866,0.686143219,0.767263591,0.747760892
0.276813209,0.577675998,0.349236786,0.575932205,0.355328798,0.56532836,0.340090811,0.706394434,0.324980915,0.822881162,0.534192681,0.602531552,0.53168875,0.595072985,0.649179935,0.688398361,0.767504454,0.746082664
0.276126057,0.577066839,0.348488778,0.575814605,0.354303658,0.565301418,0.339853436,0.706539333,0.325098187,0.823052764,0.533513129,0.603690028,0.53082341,0.595650554,0.64727205,0.688558459,0.767715931,0.744942784
0.275398046,0.575881422,0.3474029,0.575919986,0.354001909,0.565380156,0.339722157,0.707529128,0.325131744,0.824045002,0.533276379,0.605226696,0.530014515,0.596843243,0.647533894,0.69003582,0.768117189,0.74497968
0.274772465,0.575827479,0.346639365,0.576039612,0.353880197,0.565609396,0.339657813,0.708407938,0.325151891,0.825109541,0.533271313,0.605929554,0.529776096,0.597912252,0.648636281,0.691752017,0.769025326,0.745987713
0.274485707,0.575870991,0.346107751,0.576097906,0.353492439,0.565606058,0.339583158,0.708397686,0.325270265,0.825373709,0.532673955,0.607273996,0.529068887,0.597822905,0.648562789,0.691899478,0.769331992,0.746627033
0.273934305,0.575949848,0.345617741,0.576160669,0.353170931,0.565760314,0.339498013,0.708691299,0.3255395,0.825600684,0.532605112,0.611178994,0.528908193,0.599583149,0.649071276,0.692116141,0.769459367,0.746741056
0.272687018,0.575933218,0.345478058,0.576306999,0.352495223,0.566201806,0.339494556,0.709382057,0.325727105,0.825739324,0.532484472,0.616656423,0.528723776,0.602089584,0.649135411,0.693788409,0.769635856,0.746757329
0.271959811,0.575756967,0.345175743,0.576342463,0.352154285,0.566452265,0.339492738,0.709515035,0.32586807,0.82573086,0.531536222,0.619712889,0.527898848,0.605050564,0.64810127,0.6967296,0.769617438,0.748585522
0.271114528,0.575395942,0.344110966,0.576319277,0.351774186,0.566260755,0.339492351,0.709463716,0.326239049,0.825598657,0.53008312,0.621596456,0.526769102,0.606869936,0.647274673,0.700063288,0.76960969,0.748652041
0.270160884,0.574545264,0.34270227,0.576398015,0.350586385,0.56628561,0.339393497,0.70953095,0.326662749,0.825591743,0.529048741,0.629550636,0.526455402,0.612102926,0.646688223,0.70230788,0.770600498,0.748686671
0.268932164,0.573767066,0.342236787,0.57664603,0.348624051,0.566269994,0.33938691,0.710494637,0.326680511,0.82561028,0.527415931,0.630582094,0.524496496,0.613712609,0.645573318,0.70496434,0.770498812,0.748386562
0.267200232,0.569787323,0.340183169,0.577137589,0.347468048,0.566254795,0.338860393,0.710661232,0.326517642,0.825636327,0.523739338,0.634360075,0.521285832,0.616796851,0.644860685,0.707668841,0.770087898,0.749391675
0.266335696,0.56655854,0.33951968,0.577432394,0.347541839,0.565196693,0.338861108,0.707715809,0.326498717,0.824397027,0.521802723,0.635163188,0.520236313,0.617339373,0.644332767,0.709803283,0.770997584,0.751633763
0.266373903,0.564404905,0.337996036,0.577750266,0.34778437,0.56471926,0.33889091,0.707507789,0.326486379,0.824434757,0.520578802,0.636561096,0.519546151,0.618639052,0.642606854,0.712609649,0.771270514,0.752033591
0.266059458,0.563611865,0.337665975,0.577813745,0.347951114,0.564725041,0.339201391,0.707515895,0.326440573,0.824966967,0.519209743,0.638409436,0.518000722,0.621450901,0.642042577,0.714029968,0.771451533,0.751940608
0.265868485,0.563100517,0.336587787,0.57814163,0.348230124,0.564649403,0.339200914,0.707478464,0.326421827,0.825237811,0.518168151,0.639990866,0.517334461,0.622357607,0.640390873,0.71872437,0.771083295,0.755566657
0.265467942,0.562809348,0.335264713,0.579520166,0.348261863,0.564373732,0.339294046,0.707032859,0.326465607,0.824916482,0.516587198,0.642256081,0.516161263,0.622589409,0.638777554,0.719001412,0.768293202,0.756391764
0.265397817,0.562512875,0.335180074,0.579595327,0.34830308,0.564191341,0.339411527,0.70537436,0.326467752,0.824501455,0.516129673,0.643467546,0.516010404,0.6232149,0.638472676,0.718004167,0.767077565,0.756486475
0.26513347,0.562135279,0.335328668,0.579590559,0.348380864,0.56414175,0.339497268,0.704829991,0.326478034,0.824488759,0.515937805,0.644146621,0.515951395,0.623951256,0.637387753,0.718099773,0.76657337,0.757098854
0.264682859,0.561547875,0.334823132,0.579662204,0.348558336,0.563940525,0.339490086,0.704884768,0.326385856,0.82469517,0.515192747,0.644230723,0.515720904,0.624127924,0.636235595,0.717752039,0.766120076,0.757013619
0.264425844,0.5608868,0.334801674,0.579659462,0.348644078,0.563877344,0.339468598,0.704876006,0.326308817,0.82474041,0.515345693,0.643926322,0.515798569,0.624909878,0.636437118,0.717350006,0.766039073,0.756190181
0.264456779,0.56082505,0.334719807,0.579656303,0.348575145,0.563730657,0.339291006,0.704395533,0.326106727,0.824765623,0.515167773,0.643946767,0.515445471,0.625027299,0.636636615,0.717060864,0.765610516,0.755788922
0.264382362,0.56078881,0.334753364,0.579595149,0.3484101,0.563654006,0.338945627,0.704313159,0.32578969,0.824932396,0.515367389,0.643710136,0.515557826,0.624983668,0.636779904,0.716989934,0.765114009,0.754748881
0.264410704,0.560829341,0.334596723,0.579441667,0.348443717,0.563533545,0.338405162,0.704031825,0.325469166,0.825001776,0.515514851,0.643433809,0.515606701,0.624784112,0.636980832,0.716230154,0.765095651,0.753815174
0.264410168,0.560887754,0.334555328,0.579366326,0.348468959,0.563146472,0.337967426,0.704068184,0.325291723,0.825260818,0.515597165,0.64184463,0.515646517,0.623543441,0.637224436,0.7148422,0.76510644,0.75287348
0.264420241,0.560927153,0.33457619,0.579066336,0.348501712,0.562807143,0.337817192,0.704141736,0.325130045,0.825520456,0.516065121,0.6395123,0.515833259,0.622899711,0.637701035,0.713402987,0.765058279,0.752121806
0.26443097,0.560963869,0.334632099,0.57883966,0.348357618,0.562660873,0.337759376,0.704161704,0.325103998,0.825614393,0.516699195,0.636664748,0.5158481,0.622289538,0.63775903,0.712390721,0.764969766,0.750374019
0.264416158,0.560993552,0.334961653,0.578188121,0.348252058,0.562399685,0.337749481,0.704175115,0.325077593,0.825619459,0.517398357,0.634997547,0.516150475,0.621774673,0.638448477,0.711282492,0.764983356,0.749075174
0.264318049,0.560796142,0.335443795,0.577412307,0.348320514,0.562052727,0.337749988,0.703743339,0.325049996,0.825608552,0.517933905,0.63251704,0.516672015,0.619625151,0.639168143,0.709796607,0.76509136,0.748860896
0.264264464,0.560702443,0.335955262,0.576632857,0.348368764,0.561718225,0.337745696,0.703029931,0.325031549,0.825509667,0.518578112,0.630601287,0.517069876,0.618910789,0.639667392,0.709045827,0.765324533,0.748842716
0.264267087,0.560710609,0.336459041,0.576353788,0.348392725,0.561625481,0.337744892,0.702309668,0.325030684,0.825373352,0.519132912,0.629444778,0.517201841,0.618470252,0.639984787,0.708148539,0.765454769,0.749063373
0.264271021,0.560697138,0.33645308,0.576346517,0.349338412,0.560898662,0.337696284,0.702149749,0.325013638,0.825371027,0.520071566,0.629810631,0.51772213,0.618020236,0.640884936,0.708095431,0.765708625,0.749369562
0.264309824,0.560658574,0.336307585,0.576350272,0.3498514,0.560569167,0.337577969,0.702083349,0.324999601,0.825311959,0.520024538,0.629868507,0.517765582,0.618028462,0.640961111,0.708200037,0.765796602,0.749509275
0.264312625,0.560429335,0.336030751,0.576330483,0.350445718,0.560403883,0.337272525,0.701743901,0.324984789,0.825336576,0.519764125,0.633366942,0.517847121,0.619320154,0.640829563,0.709177434,0.766005576,0.749930263
0.264305353,0.560013652,0.335823566,0.576323807,0.35084334,0.560269475,0.337161869,0.701219618,0.324988931,0.825264215,0.519239843,0.636129797,0.517890334,0.620629251,0.640672445,0.709706306,0.765908659,0.74994415
0.264245391,0.558942318,0.335494697,0.576294422,0.350864738,0.560272932,0.336908191,0.70109272,0.324995458,0.825263023,0.518532634,0.639354765,0.51767832,0.622579038,0.640595615,0.710531831,0.765863895,0.750159025
0.264234036,0.557124853,0.335305095,0.576224625,0.350824863,0.560527563,0.336906016,0.701024473,0.32505399,0.825255156,0.517132044,0.641332686,0.516762018,0.624007344,0.640601039,0.712003529,0.766238511,0.751297832
0.263998806,0.554800689,0.334895492,0.576160848,0.350843579,0.560289979,0.336682975,0.701079249,0.325061798,0.82525605,0.515890062,0.643355608,0.516151726,0.624676287,0.640469849,0.713476777,0.766588032,0.752872586
0.263865322,0.553382635,0.334830135,0.576173365,0.350829601,0.560180366,0.336242735,0.701200426,0.325063586,0.825242043,0.515314162,0.64461416,0.515515983,0.62585175,0.640201271,0.714855731,0.766823769,0.753771007
0.263720483,0.552639961,0.334792823,0.576173007,0.350735933,0.560197532,0.336205184,0.701300621,0.325106323,0.825235128,0.514843941,0.64493984,0.514729559,0.626849771,0.639048159,0.717197776,0.76699698,0.753808618
0.263295352,0.552017868,0.333990425,0.576123953,0.350675434,0.560162127,0.336124748,0.701442957,0.325127453,0.825358748,0.514608204,0.64515394,0.514346719,0.627969205,0.639157772,0.718288481,0.76760596,0.753863871
0.263295621,0.552198887,0.333465934,0.575540543,0.350787908,0.559387684,0.336128592,0.701500058,0.325394958,0.825761139,0.514426351,0.64495194,0.514226556,0.627858818,0.639148235,0.718230903,0.767598033,0.75385195
0.263387084,0.55233258,0.332922161,0.575401664,0.350843668,0.558624208,0.336130053,0.702096283,0.325616509,0.826030433,0.514396191,0.644775569,0.514155686,0.627706587,0.639144778,0.718131423,0.767581224,0.753843427
0.263976485,0.55301398,0.332908928,0.575376689,0.351049781,0.558220923,0.336155683,0.702460289,0.325738013,0.826430559,0.514420748,0.644653738,0.514130592,0.627588034,0.639149964,0.718012035,0.767463505,0.753832281
0.264366955,0.553472459,0.332898319,0.575391948,0.351440877,0.558179796,0.336158872,0.702867508,0.325910896,0.82693541,0.51445365,0.64461869,0.514170706,0.627489924,0.639139354,0.717848539,0.767358065,0.753826976
0.264669389,0.553547502,0.332780212,0.57576263,0.351795226,0.558160305,0.336143762,0.703227639,0.325989485,0.827436209,0.5144732,0.644482076,0.514218807,0.627413988,0.639112175,0.717765927,0.767212093,0.753834307
0.264689922,0.553581655,0.332959801,0.575794339,0.351887435,0.558205545,0.336142391,0.703391492,0.326018602,0.827777505,0.51474452,0.644384503,0.514426053,0.627532303,0.639032066,0.717715561,0.767102301,0.753835142
0.264707029,0.553630412,0.332976192,0.575794578,0.351935655,0.558247149,0.336129278,0.703506649,0.326041788,0.82790935,0.514755368,0.644298851,0.514440298,0.627677798,0.638931692,0.717747569,0.766935885,0.753856122
0.264722854,0.553668439,0.333014786,0.575796664,0.351936847,0.558315158,0.336125404,0.703558266,0.326078117,0.828117669,0.514771044,0.644282103,0.514475822,0.62793529,0.638947845,0.717845142,0.766841531,0.753879786
0.264752477,0.553705215,0.333143294,0.575739205,0.351935327,0.558353364,0.336130381,0.703504086,0.326104105,0.828185737,0.514903069,0.644237936,0.514593124,0.628294885,0.639320433,0.717903376,0.766807437,0.754048347
0.264743567,0.553713799,0.333148748,0.575681627,0.351835787,0.558354437,0.336147606,0.7034747,0.326176375,0.828402698,0.514916599,0.644283473,0.514591992,0.628354371,0.63932997,0.718032658,0.766794562,0.75435859
0.26473254,0.55372256,0.33315286,0.575678885,0.351773322,0.558348894,0.336172372,0.703475356,0.326223433,0.82869643,0.514923632,0.644366443,0.514602661,0.628396869,0.639335394,0.718775809,0.766806543,0.754442215
0.264716893,0.553664923,0.33317706,0.57568413,0.351760089,0.558324754,0.336190224,0.703479469,0.326248974,0.828897715,0.514972508,0.644542158,0.514611244,0.628507435,0.639348686,0.719353616,0.766809225,0.754721999
0.264610261,0.553649664,0.333180696,0.575769067,0.351754755,0.558299541,0.336213559,0.70382911,0.326254517,0.829192281,0.514984131,0.644639671,0.514618397,0.62849319,0.639403403,0.719692886,0.766895831,0.754740417
0.264575511,0.553610682,0.333199978,0.575902164,0.351760983,0.558289111,0.33626008,0.704158127,0.326258451,0.829491973,0.514904737,0.644806087,0.514606237,0.628434658,0.639396548,0.71982348,0.766904533,0.754790962
0.264572561,0.553643823,0.333402306,0.576625645,0.351642251,0.558313251,0.336396188,0.70461309,0.326261759,0.829782307,0.514887929,0.645695865,0.514603019,0.628789961,0.639432669,0.719983399,0.766894042,0.7551229
0.2645832,0.55364877,0.333591223,0.577054918,0.351392299,0.558491111,0.336548001,0.705277205,0.326340914,0.830080152,0.514793694,0.64634943,0.514536619,0.629054606,0.639433146,0.720022321,0.766813099,0.755478263
0.264582396,0.553478003,0.333723724,0.577636003,0.351127476,0.559485793,0.336612523,0.7057181,0.326349854,0.830340683,0.514711559,0.647962868,0.514537215,0.630302191,0.639702022,0.720199466,0.766907096,0.755746067
0.264478534,0.553216755,0.334529817,0.578230739,0.34980616,0.561521351,0.336781591,0.706325829,0.326444685,0.830562413,0.514758646,0.649012566,0.514532268,0.631561875,0.639867127,0.720430911,0.766841829,0.75634104
