nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0.754726589,0.458604306,0.799605668,0.471622556,0.710824251,0.454475671,0.791537344,0.601677895,0.721449733,0.558328629,0.744996071,0.542391837,0.774145365,0.513096631,0.781996965,0.646084785,0.729751647,0.642877519,0.825832963,0.716629386,0.683496416,0.720175326,0.812819302,0.882039309,0.698420405,0.875597537
0.755426049,0.46712926,0.798499227,0.480004102,0.710763574,0.462780297,0.790637076,0.607414246,0.721193135,0.564913332,0.745515525,0.553133011,0.774428248,0.521675646,0.781364381,0.652574539,0.729708731,0.649279833,0.828263521,0.717599332,0.683490038,0.719550729,0.813803196,0.881655037,0.698871911,0.875332892
0.75432086,0.475418031,0.800868452,0.484773517,0.71072489,0.46882391,0.792534351,0.613581121,0.721848369,0.573794842,0.745454192,0.559513271,0.77411437,0.530603528,0.783069491,0.657884717,0.73074156,0.654017091,0.827518284,0.719050646,0.685196042,0.722023904,0.814110994,0.880950034,0.697783232,0.877212048
0.755966902,0.485264122,0.79993999,0.490498811,0.710223079,0.47766304,0.79245162,0.619568765,0.724594414,0.582789481,0.746546149,0.568674803,0.775005937,0.538786829,0.782131732,0.662179828,0.729832947,0.659620762,0.82619071,0.719774246,0.684771478,0.723691463,0.813084066,0.880558074,0.697532356,0.880835533
0.75581342,0.491165817,0.800251126,0.495642781,0.7094661,0.486207783,0.795103133,0.623285949,0.724250376,0.594105184,0.747245133,0.574126899,0.774030209,0.547191858,0.781435192,0.668628931,0.729280174,0.667545378,0.826752007,0.720744252,0.684204817,0.727426529,0.813683271,0.881726563,0.697921634,0.879928887
0.755797923,0.496732026,0.79814899,0.505782247,0.709788024,0.495236039,0.794197202,0.631582737,0.725153983,0.60179168,0.747052431,0.582879364,0.775282979,0.554007232,0.780504763,0.676368713,0.729386687,0.675410569,0.827686071,0.725318909,0.685173988,0.732596397,0.813571334,0.881643832,0.698792577,0.881889224
0.752070844,0.497556031,0.798980117,0.508937657,0.710895181,0.496644795,0.795469642,0.634381473,0.725641966,0.603151977,0.747292757,0.587686479,0.776189208,0.560066402,0.78128624,0.682320476,0.730118573,0.679886758,0.827828467,0.729453146,0.685316026,0.735822678,0.812623441,0.88470906,0.697994113,0.883791745
0.753300011,0.504078567,0.800668597,0.518395901,0.711932659,0.50400275,0.794673741,0.647253275,0.726326823,0.61188817,0.747832537,0.594859719,0.777116001,0.568162024,0.78186214,0.689880431,0.730795801,0.686480701,0.826761127,0.730783999,0.686550379,0.735784352,0.811791658,0.885964692,0.697641373,0.885760486
0.753083646,0.506917477,0.801714063,0.52350837,0.713418961,0.510516346,0.794399202,0.65188086,0.726351857,0.620146632,0.747511208,0.597066283,0.777499259,0.57530123,0.780903339,0.696980298,0.730052829,0.693280339,0.825679183,0.733915806,0.686901927,0.737144589,0.810871482,0.885521293,0.698670864,0.884819925
0.755261242,0.509852588,0.801063776,0.529939592,0.714062512,0.517554045,0.787626624,0.657552719,0.725588202,0.628464043,0.744444013,0.60128051,0.776352644,0.582133234,0.782332063,0.702563584,0.732019901,0.698618591,0.828099191,0.736395001,0.689929843,0.735592425,0.812529683,0.888444543,0.699963391,0.886335492
