nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y
0.789401233,0.599224329,0.686354995,0.528992891,0.7154814,0.534256101,0.63425529,0.553207219,0.668860316,0.718460619,0.502446473,0.569591403,0.507986426,0.588341177,0.365525186,0.648824513,0.215844616,0.640956998
0.791436315,0.608294129,0.68911916,0.535339057,0.719412804,0.543084443,0.636079609,0.553224146,0.669976056,0.718188345,0.503673911,0.572429478,0.508710146,0.591678619,0.366187841,0.652440786,0.216061503,0.644310176
0.793512344,0.618068457,0.69326055,0.537721097,0.721628368,0.54896158,0.637554348,0.551020265,0.669982672,0.717005134,0.507104516,0.578089356,0.510956645,0.599149466,0.367804974,0.652808607,0.21824047,0.644682944
0.794089794,0.631629348,0.697346807,0.540171146,0.72213316,0.551357269,0.639791787,0.549134493,0.670643032,0.713664412,0.508857667,0.58400923,0.51227206,0.603915453,0.368865967,0.654223621,0.219669297,0.644427657
0.795751512,0.639225602,0.698522687,0.544390559,0.721474528,0.557132781,0.641334593,0.54645443,0.670633256,0.712758422,0.510557652,0.587301135,0.51335299,0.608664215,0.370738178,0.660553813,0.221541852,0.644227624
0.797591269,0.644598067,0.700371146,0.553467691,0.723991394,0.567601919,0.642627239,0.543548226,0.670633674,0.712574363,0.511565864,0.590752065,0.514167905,0.612312138,0.371433735,0.662420034,0.223586023,0.643420756
0.799296498,0.65181756,0.703476131,0.556418777,0.725666404,0.575615525,0.645087421,0.543602586,0.670656562,0.712721586,0.514362097,0.591953754,0.516120017,0.613482356,0.373604119,0.665046751,0.225448176,0.643488824
0.800354898,0.658240259,0.705055237,0.562019587,0.728052855,0.583136499,0.646306574,0.541984856,0.670198143,0.712838948,0.515646935,0.596336007,0.517969072,0.617821932,0.373719186,0.669437885,0.225123271,0.644282877
0.803590596,0.6615628,0.707326889,0.570253015,0.728861094,0.586589932,0.646130979,0.542280793,0.670196533,0.714521766,0.516311944,0.603994787,0.518751383,0.623601079,0.373777092,0.673036039,0.224724993,0.644786775
0.804234505,0.667629778,0.710235298,0.576179743,0.728316784,0.591725588,0.646792829,0.540263772,0.670632243,0.7149086,0.51719141,0.607541442,0.518702805,0.624907494,0.374792576,0.672835588,0.224812955,0.644967318
0.803710938,0.670622826,0.710419416,0.574882329,0.727980912,0.596237004,0.647841692,0.539791048,0.671306193,0.714549959,0.517478406,0.610428751,0.518438578,0.629541755,0.375279933,0.674805701,0.225169212,0.645002007
0.80360198,0.671806037,0.709021628,0.576979518,0.728414953,0.600438833,0.648820162,0.540569425,0.672013521,0.714636147,0.518015385,0.610787332,0.519353569,0.632646978,0.375778586,0.674514651,0.225643247,0.644879937
0.80327034,0.673857272,0.709017277,0.577492058,0.730098367,0.603245676,0.650843918,0.540548563,0.672823071,0.714649141,0.518969655,0.611108482,0.520547032,0.633946836,0.376618326,0.675896645,0.22611016,0.645136476
0.803304136,0.67640841,0.709017336,0.579976261,0.730357826,0.603883147,0.650823712,0.540608168,0.67318207,0.714956582,0.519422948,0.612916112,0.521436632,0.634951711,0.378249407,0.679892302,0.227178559,0.645150006
0.803593278,0.678070068,0.709286213,0.582659245,0.73066473,0.6061849,0.650602281,0.541817605,0.673327208,0.714817166,0.520125508,0.616482198,0.522812247,0.637607455,0.378943056,0.680517197,0.227661058,0.645243526
0.803765774,0.677791715,0.709196687,0.5839625,0.730685115,0.606083274,0.651276946,0.542847335,0.673443377,0.714834034,0.520346165,0.616959512,0.523505628,0.637704134,0.378834516,0.681778252,0.228644997,0.643934011
