nose_x,nose_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y
0.210062206,0.56730473,0.291950226,0.515058875,0.309855342,0.507948399,0.373210669,0.55680728,0.331915408,0.721258223,0.496572465,0.572136819,0.497711897,0.556102574,0.639551401,0.638856947,0.77995342,0.647708416
0.207228199,0.5788638,0.287194997,0.525725067,0.304310024,0.51731503,0.372542739,0.557672143,0.331462294,0.718679368,0.49291113,0.582668781,0.495257139,0.56722796,0.638924479,0.641247511,0.780183375,0.648590922
0.203799844,0.589514732,0.282424837,0.535847068,0.299319506,0.526540875,0.37007162,0.558107495,0.331463516,0.715784669,0.490225881,0.592232287,0.492748588,0.577384889,0.635539889,0.643545508,0.780035377,0.647350192
0.202610493,0.598751247,0.280353636,0.542954862,0.299069375,0.533391118,0.366671503,0.560265779,0.330670655,0.7151981,0.487280756,0.59958297,0.489965022,0.584473431,0.633285403,0.646564901,0.77926743,0.646972597
0.202421367,0.611899674,0.280214369,0.547382891,0.300979495,0.537295103,0.363088638,0.560610831,0.330379546,0.71518302,0.485895038,0.602484465,0.488216937,0.58756566,0.632140517,0.651059747,0.77764529,0.646269798
0.200298518,0.616375089,0.28027302,0.55365628,0.299795687,0.542296469,0.361739635,0.561420381,0.330458909,0.715101182,0.483655781,0.608296514,0.4844428,0.593030274,0.62943697,0.656250417,0.775345385,0.64579159
0.19921045,0.62593931,0.279296517,0.557879329,0.296472043,0.545506239,0.361061782,0.56136167,0.330341637,0.715084553,0.482454419,0.61133939,0.483223349,0.596866965,0.628847718,0.659727931,0.774684191,0.645485878
0.197343156,0.631630838,0.277883768,0.562955022,0.293662518,0.547878265,0.36047104,0.559855759,0.330398887,0.715122759,0.481563717,0.618354678,0.482721597,0.599592805,0.629364967,0.663602591,0.774892449,0.645321548
0.196514457,0.639630437,0.277827233,0.569105566,0.292946517,0.554108202,0.358864129,0.554792941,0.330264032,0.715154231,0.480515689,0.618174016,0.481840044,0.599963784,0.628176272,0.667563021,0.774344265,0.645556033
0.195529938,0.645735621,0.276209086,0.574626684,0.289857239,0.5592978,0.35605821,0.549472988,0.330288172,0.714619458,0.479305476,0.620880246,0.480659395,0.603478074,0.626561522,0.671274245,0.773560464,0.64551276
0.19549188,0.652191043,0.2741611,0.582942903,0.289207995,0.560984492,0.353890628,0.549896955,0.329437107,0.714612365,0.479055434,0.625600636,0.479968131,0.606651783,0.627015114,0.671275795,0.773665369,0.645409346
0.194670573,0.654901385,0.272624463,0.588781238,0.289070845,0.562735438,0.353036463,0.550236523,0.327170134,0.714674532,0.477986097,0.628684819,0.479544759,0.606494427,0.62722832,0.6726349,0.773738384,0.645326257
0.193881392,0.659113586,0.270644099,0.593949258,0.288309067,0.56200403,0.353314728,0.550360739,0.327107221,0.714688778,0.478054374,0.63241303,0.479542226,0.60656482,0.627465069,0.673491716,0.774537027,0.645281672
0.192842901,0.663007915,0.269538581,0.597118735,0.285693258,0.563051045,0.353351742,0.550522864,0.327096671,0.714573085,0.477324158,0.634033978,0.478062332,0.607825339,0.62688154,0.673648536,0.774718583,0.645469308
0.193018973,0.666026354,0.268842995,0.599531353,0.286435664,0.561521471,0.352532238,0.550719619,0.327057183,0.714576185,0.475648433,0.636793256,0.477116674,0.607259214,0.626915514,0.675727785,0.774972141,0.645449221
0.193194658,0.668908894,0.268161207,0.600627422,0.286129802,0.56380558,0.351489156,0.55088973,0.327069044,0.71440202,0.473605901,0.639267027,0.475578904,0.609250188,0.626083672,0.677444577,0.774813235,0.645695031
0.193485737,0.673465014,0.267838359,0.602715433,0.28595528,0.565749526,0.350427747,0.552163601,0.327067435,0.714616835,0.472602963,0.639659047,0.47452274,0.610649943,0.625459433,0.678484917,0.774571061,0.646167457
0.193697736,0.673135817,0.266853541,0.60340184,0.285918891,0.56645292,0.348876506,0.552240252,0.327085733,0.714743316,0.471522272,0.639428914,0.47323975,0.610880196,0.624997616,0.678350627,0.774563253,0.646376729
0.193526253,0.6726107,0.265488327,0.604763925,0.285384238,0.56649518,0.348404109,0.552206695,0.327415794,0.71475035,0.470095575,0.641116619,0.472150624,0.611656606,0.624779582,0.678363264,0.774392366,0.646283865
0.193077862,0.671453357,0.264561236,0.604729593,0.285459608,0.567313612,0.348421216,0.551750779,0.327466637,0.714873731,0.46929422,0.64128679,0.471528947,0.612856805,0.624621749,0.678943276,0.774135828,0.646169186
0.193042964,0.670603991,0.264305711,0.60554713,0.285271913,0.56743139,0.348363996,0.551833749,0.32748422,0.715067089,0.468908399,0.641890168,0.470801234,0.612919033,0.624682665,0.679439545,0.774145424,0.646175146
